
running 5676 tests
test session::tool_index::tests::list_server_summaries_includes_descriptions ... ok
test session::tool_index::tests::list_server_summaries_shows_server_with_zero_tools ... ok
test session::tool_index::tests::local_mcp_tool_indexing_still_uses_qualified_name ... ok
test session::tool_index::tests::normalize_camel_case_query ... ok
test session::tool_index::tests::normalize_double_underscore_query ... ok
test session::tool_index::tests::normalize_empty ... ok
test session::tool_index::tests::normalize_hyphenated_english_harmless ... ok
test session::tool_index::tests::haystack_wrong_server_prefix_finds_tool ... ok
test session::tool_index::tests::normalize_kebab_query ... ok
test session::tool_index::tests::normalize_plain_english_passthrough ... ok
test session::tool_index::tests::normalize_plain_english_with_numbers ... ok
test session::tool_index::tests::normalize_underscore_query ... ok
test session::tool_index::tests::normalize_whitespace_only ... ok
test session::tool_index::tests::score_comparison_combined_best ... ok
test session::tool_index::tests::score_comparison_document_normalization ... ok
test session::tool_index::tests::search_create_linear_issue ... ok
test session::tool_index::tests::search_deploy_graceful_empty ... ok
test session::tool_index::tests::search_empty_index ... ok
test session::tool_index::tests::search_exact_bare_name_ambiguous_returns_first_match ... ok
test session::tool_index::tests::search_exact_bare_tool_name ... ok
test session::tool_index::tests::search_exact_match_case_insensitive ... ok
test session::tool_index::tests::search_exact_qualified_name ... ok
test session::tool_index::tests::search_list_issues ... ok
test session::tool_index::tests::search_no_match_returns_empty ... ok
test session::tool_index::tests::search_read_slack_thread ... ok
test session::tool_index::tests::search_surface_disambiguation ... ok
test session::tool_index::tests::search_underscore_joined_identifier_components ... ok
test session::tool_index::tests::split_all_uppercase_stays_together ... ok
test session::tool_index::tests::split_camel_case ... ok
test session::tool_index::tests::split_consecutive_delimiters ... ok
test session::tool_index::tests::split_double_underscore_delimiter ... ok
test session::tool_index::tests::split_empty ... ok
test session::tool_index::tests::split_kebab_case ... ok
test session::tool_index::tests::split_leading_trailing_delimiters ... ok
test session::tool_index::tests::split_mixed_formats ... ok
test session::tool_index::tests::split_numbers_in_identifiers ... ok
test session::tool_index::tests::split_only_delimiters ... ok
test session::tool_index::tests::split_pascal_case ... ok
test session::tool_index::tests::split_qualified_name_works ... ok
test session::tool_index::tests::split_single_char ... ok
test session::tool_index::tests::split_single_word ... ok
test session::tool_index::tests::split_snake_case ... ok
test session::tool_index::tests::split_trailing_acronym ... ok
test session::tool_index::tests::total_hidden_tools_in_snapshot ... ok
test session::turn_completion::tests::maps_error_pair_with_detail ... ok
test session::turn_completion::tests::maps_ok_end_turn_pair ... ok
test session::turn_completion::tests::non_string_values_fall_back_to_json_text ... ok
test session::turn_completion::tests::null_agent_result_maps_to_none ... ok
test session::two_pass::tests::default_split_fraction_leaves_five_percent_tail ... ok
test session::two_pass::tests::note_prefers_summary_block_and_caps_huge_raw ... ok
test session::two_pass::tests::pass_histories_shape ... ok
test session::two_pass::tests::split_does_not_sever_tool_pairs ... ok
test session::two_pass::tests::split_leaves_tail_when_possible ... ok
test session::unified_list::cursor::tests::cursor_round_trips ... ok
test session::unified_list::cursor::tests::degraded_first_page_with_no_token_does_not_fabricate_a_cursor ... ok
test session::unified_list::cursor::tests::degraded_lane_sets_partial_and_returns_local ... ok
test session::unified_list::cursor::tests::degraded_mid_walk_with_no_progress_terminates ... ok
test session::unified_list::cursor::tests::degraded_mid_walk_with_progress_keeps_live_conv_token ... ok
test session::unified_list::cursor::tests::equal_updated_at_tie_break_no_drop_or_dup ... ok
test session::unified_list::cursor::tests::local_only_when_conversations_skipped ... ok
test session::unified_list::cursor::tests::malformed_cursor_decodes_to_fresh_first_page ... ok
test session::unified_list::cursor::tests::multi_page_walk_equals_single_fetch_window ... ok
test session::unified_list::cursor::tests::partial_conv_page_is_not_advanced_until_drained ... ok
test session::unified_list::cursor::tests::whole_page_filtered_out_does_not_drop_later_match ... ok
test session::unified_list::facets::tests::git_path_facets_present_only_for_local_rows ... ok
test session::unified_list::facets::tests::git_root_filter_keeps_matching_local_rows ... ok
test session::unified_list::facets::tests::project_facet_only_on_conversations ... ok
test session::unified_list::facets::tests::project_filter_is_partition_aware_keeps_local_rows ... ok
test session::unified_list::facets::tests::project_pushdown_multi_value_not_pushed ... ok
test session::unified_list::facets::tests::project_pushdown_single_value_sets_workspace_id ... ok
test session::unified_list::facets::tests::pushdown_and_in_memory_project_filter_agree ... ok
test session::unified_list::facets::tests::repo_filter_is_partition_aware_keeps_conversation_rows ... ok
test session::unified_list::facets::tests::starred_facet_present_only_for_starred_conversations ... ok
test session::unified_list::facets::tests::starred_filter_is_partition_aware_keeps_local_rows ... ok
test session::unified_list::row::tests::conversation_missing_modify_time_still_resumable ... ok
test session::unified_list::row::tests::conversation_row_uses_conversation_id_as_session_id ... ok
test session::unified_list::tests::bare_session_info_is_minimal_plus_meta ... ok
test session::unified_list::tests::conversations_lane_active_truth_table ... ok
test session::unified_list::tests::conversations_lane_env_gating_matrix ... ok
test session::unified_list::tests::cwd_filter_is_skipped_in_memory ... ok
test session::unified_list::tests::degraded_conversations_lane_reports_no_oauth ... ok
test session::unified_list::tests::empty_allow_list_is_a_no_op ... ok
test session::unified_list::tests::excludes_build_mirrors_excludes_conversations ... ok
test session::unified_list::tests::ext_list_response_serializes_partial_reasons ... ok
test session::unified_list::tests::ext_superset_preserves_every_legacy_field_and_adds_title_and_meta ... ok
test session::unified_list::tests::facets_carry_kind_and_cwd ... ok
test session::unified_list::tests::forced_kind_creates_facet_filters_when_meta_absent ... ok
test session::unified_list::tests::forced_kind_preserves_other_facets ... ok
test session::unified_list::tests::forced_kind_replaces_client_build_filter ... ok
test session::unified_list::tests::forced_kind_serves_conversations_only ... ok
test session::unified_list::tests::kind_filter_conversation_drops_local_rows ... ok
test session::unified_list::tests::kind_filter_local_keeps_local_rows ... ok
test session::unified_list::tests::non_chat_list_without_client_skips_conversations_lane ... ok
test session::unified_list::tests::parse_list_req_forces_kind_under_process_chat_mode_only ... ok
test session::unified_list::tests::parsed_meta_reads_facet_filters_query_and_limit ... ok
test session::unified_list::tests::total_order_is_updated_at_desc_then_session_id ... ok
test session::user_message::tests::construct_user_message_returns_without_git_status_on_bad_dir ... ok
test session::user_message::tests::git_status_error_omits_block ... ok
test session::wire_tags::tests::derived_discriminants_match_wire_format ... ok
test session::worktree::tests::build_candidate_list_cwd_differs_from_main_root ... ok
test session::worktree::tests::build_candidate_list_cwd_equals_main_root ... ok
test session::worktree::tests::build_candidate_list_dedupes_cwd_and_main_root ... ok
test session::worktree::tests::build_candidate_list_includes_db_records_sorted ... ok
test session::tool_index::tests::score_comparison_query_normalization ... ok
test session::worktree::tests::checkout_persisted_head_noop_on_empty_string ... ok
test session::worktree::tests::checkout_persisted_head_noop_when_none ... ok
test session::worktree::tests::checkout_persisted_head_checks_out_older_commit ... ok
test session::worktree::tests::checkout_persisted_head_stashes_dirty_worktree_state ... ok
test session::worktree::tests::cleanup_worktree_on_failure_removes_created_worktree ... ok
test session::worktree::tests::create_worktree_for_resume_honors_git_ref ... ok
test session::worktree::tests::remove_request_both_fields_deserializes_but_handler_rejects ... ok
test session::worktree::tests::remove_request_legacy_worktree_path_only ... ok
test session::worktree::tests::remove_request_new_id_or_path_only ... ok
test session::worktree::tests::remove_response_includes_resolved_path_when_present ... ok
test session::worktree::tests::remove_response_omits_resolved_path_when_none ... ok
test session::worktree::tests::repo_wide_resolve_finds_session_in_sibling_cwd_skipping_remote ... ok
test session::worktree::tests::resolve_worktree_by_id_or_path_existing_dir_returns_path ... ok
test session::worktree::tests::resolve_worktree_by_id_or_path_nonexistent_returns_none ... ok
test session::worktree::tests::resume_in_worktree_falls_through_to_remote_when_not_found_locally ... ok
test session::worktree::tests::resume_request_deserializes_explicit_fields ... ok
test session::worktree::tests::resume_request_deserializes_with_defaults ... ok
test session::worktree::tests::resume_response_camel_case_keys ... ok
test session::worktree::tests::resume_response_rejects_unknown_degree_string ... ok
test session::worktree::tests::resume_response_round_trips ... ok
test session::worktree::tests::resume_response_serializes_degree_when_set ... ok
test session::worktree::tests::test_background_copy_context_cancel_via_context ... ok
test session::worktree::tests::test_background_copy_guard_registers_and_unregisters ... ok
test session::worktree::tests::test_copy_mode_default_is_dirty ... ok
test session::worktree::tests::test_copy_mode_deserialization ... ok
test session::worktree::tests::test_created_status_with_copied_changes ... ok
test session::worktree::tests::test_created_status_without_copied_changes ... ok
test session::worktree::tests::test_dirty_summary_serialization ... ok
test session::worktree::tests::worktree_base_dir_extracts_repo_name ... ok
test session::worktree::tests::worktree_restore_outcome_checkout_failed_surfaces_stash_skipped_reason ... ok
test session::worktree::tests::worktree_restore_outcome_surfaces_stash_skipped_reason_on_success ... ok
test session::worktree::tests::create_worktree_for_resume_produces_independent_worktree ... ok
test session::worktree_pool::tests::test_adopt_orphan_worktrees_basic ... ok
